"fieldName","dataType","layoutIndex"
"grapple_rollViewAngleMin","float","0"
"grapple_rollViewAngleMax","float","0"
"grapple_rollDistanceMin","float","0"
"grapple_rollDistanceMax","float","0"
"grapple_attachVerticalBoost","float","0"
"grapple_detachVerticalBoost","float","0"
"grapple_detachVerticalMaxSpeed","float","0"
"grapple_detachHorizontalMaxSpeed","float","0"
"grapple_detachGravityTime","float","0"
"grapple_detachGravityScale","float","0"
"grapple_detachGravitySpeed","float","0"
"grapple_detachLengthMin","float","0"
"grapple_detachLengthMax","float","0"
"grapple_detachAwaySpeed","float","0"
"grapple_gravityFracMin","float","0"
"grapple_gravityFracMax","float","0"
"grapple_detachSpeedLoss","float","0"
"grapple_detachSpeedLossMin","float","0"
"grapple_detachLowSpeedThreshold","float","0"
"grapple_detachLowSpeedMeleeThreshold","float","0"
"grapple_detachLowSpeedSwingThreshold","float","0"
"grapple_detachLowSpeedTime","float","0"
"grapple_detachLowSpeedWallTime","float","0"
"grapple_detachLowSpeedGroundTime","float","0"
"grapple_detachLowSpeedMeleeTime","float","0"
"grapple_detachLowSpeedSwingTime","float","0"
"grapple_impactVerticalBoost","float","0"
"grapple_impactVerticalMaxSpeed","float","0"
"grapple_speedRampMin","float","0"
"grapple_speedRampMax","float","0"
"grapple_speedRampTime","float","0"
"grapple_swingingSpeedRampMin","float","0"
"grapple_swingingSpeedRampMax","float","0"
"grapple_swingingSpeedRampTime","float","0"
"grapple_accel","float","0"
"grapple_decel","float","0"
"grapple_power_regen_delay","float","0"
"grapple_power_regen_rate","float","0"
"grapple_airSpeedMax","float","0"
"grapple_airAccel","float","0"
"grapple_lastZiplineCooldown","float","0"
"skydive_speed_min","float","0"
"skydive_speed_neutral","float","0"
"skydive_speed_max","float","0"
"skydive_acceleration_min","float","0"
"skydive_acceleration_max","float","0"
"skydive_deceleration_min","float","0"
"skydive_deceleration_max","float","0"
"skydive_glide_speed","float","0"
"skydive_glide_acceleration_min","float","0"
"skydive_glide_acceleration_max","float","0"
"skydive_glide_deceleration_min","float","0"
"skydive_glide_deceleration_max","float","0"
"skydive_glide_angle","float","0"
"skydive_pitch_acceleration_min","float","0"
"skydive_pitch_acceleration_max","float","0"
"skydive_yaw_smooth_time_min","float","0"
"skydive_yaw_smooth_time_max","float","0"
"skydive_anticipate_speed","float","0"
"skydive_anticipate_acceleration_min","float","0"
"skydive_anticipate_acceleration_max","float","0"
"skydive_anticipate_deceleration_min","float","0"
"skydive_anticipate_deceleration_max","float","0"
"skydive_anticipate_forward_speed","float","0"
"skydive_anticipate_forward_acceleration","float","0"
"skydive_strafe_angle","float","0"
"skydive_strafe_acceleration_min","float","0"
"skydive_strafe_acceleration_max","float","0"
"skydive_anticipate_strafe_acceleration_min","float","0"
"skydive_anticipate_strafe_acceleration_max","float","0"
"skydive_forward_pose_parameter_smooth_time","float","0"
"skydive_side_pose_parameter_smooth_time","float","0"
"skydive_max_distance_from_ground","float","0"
"skydive_max_distance_from_wall","float","0"
"skydive_max_distance_from_hover_tank","float","0"
"skydive_finish_distance","float","0"
"skydive_slipAcceleration","float","0"
"skydive_slipSpeed","float","0"
"sharedEnergyTotal","int","0"
"sharedEnergyRegenDelay","float","0"
"sharedEnergyRegenRate","float","0"
"deathcamRotateSpeed","float","0"
"deathcamDistanceMin","float","0"
"deathcamDistanceMax","float","0"
"deathcamDistanceGrowRate","float","0"
"deathcamExtraHeight","float","0"
"deathcamMinHeight","float","0"
"deathcamLookdownTime","float","0"
"deathcamLookdownPitch","float","0"
"chasecamDistanceMax","float","0"
"chasecamMaxOrbitDepth","float","0"
"chasecamMaxPitchUp","float","0"
"chasecamOffsetUp","float","0"
"chasecamOffsetRight","float","0"
"chasecamOffsetForward","float","0"
"leech_range","float","0"
"melee_cone_trace_range","float","0"
"melee_cone_trace_angle","float","0"
"mountZiplineTime","float","0"
"useZiplineCooldown","float","0"
"ziplineSpeed","float","0"
"ziplineAcceleration","float","0"
"ziplineJumpOnAcceleration","float","0"
"ziplineJumpOffSpeed","float","0"
"ziplineJumpOffDampScale","float","0"
"ziplineRollStrength","float","0"
"ziplineRollMax","float","0"
"ziplineRollViewAngleMin","float","0"
"ziplineRollViewAngleMax","float","0"
"ziplineViewOffset","float3","0"
"swingRollStrength","float","0"
"swingRollMax","float","0"
"swingRollViewAngleMin","float","0"
"swingRollViewAngleMax","float","0"
"swingRollDistanceMin","float","0"
"swingRollDistanceMax","float","0"
"rodeoCooldownTime","float","0"
"rodeoViewdriftMinTitanSpeed","float","0"
"rodeoViewdriftMaxTitanSpeed","float","0"
"rodeoViewdriftPitchScaleMin","float","0"
"rodeoViewdriftPitchScaleMax","float","0"
"rodeoViewdriftPitchSpeedMin","float","0"
"rodeoViewdriftPitchSpeedMax","float","0"
"rodeoViewdriftYawScaleMin","float","0"
"rodeoViewdriftYawScaleMax","float","0"
"rodeoViewdriftYawSpeedMin","float","0"
"rodeoViewdriftYawSpeedMax","float","0"
"aimAngleBackwardEnd","float","0"
"aimAngleForwardStart","float","0"
"aimAngleForwardEnd","float","0"
"aimAngleBackwardStart","float","0"
"cockpitSwayGain","float","0"
"cockpitSwayMinOriginX","float","0"
"cockpitSwayMinOriginY","float","0"
"cockpitSwayMinOriginZ","float","0"
"cockpitSwayMaxOriginX","float","0"
"cockpitSwayMaxOriginY","float","0"
"cockpitSwayMaxOriginZ","float","0"
"cockpitSwayMinAnglePitch","float","0"
"cockpitSwayMinAngleYaw","float","0"
"cockpitSwayMinAngleRoll","float","0"
"cockpitSwayMaxAnglePitch","float","0"
"cockpitSwayMaxAngleYaw","float","0"
"cockpitSwayMaxAngleRoll","float","0"
"cockpitSwayTurnAngleFactor","float","0"
"cockpitSwayTurnAngleRollFactor","float","0"
"cockpitSwayTurnOriginFactor","float","0"
"cockpitSwayMoveAngleFactor","float","0"
"cockpitSwayMoveAngleRollFactor","float","0"
"cockpitSwayMoveOriginFactor","float","0"
"cockpit_spring_originDamping","float","0"
"cockpit_spring_originConstant","float","0"
"cockpit_spring_yawDamping","float","0"
"cockpit_spring_yawConstant","float","0"
"cockpit_spring_pitchDamping","float","0"
"cockpit_spring_pitchConstant","float","0"
"cockpit_spring_rollDamping","float","0"
"cockpit_spring_rollConstant","float","0"
"cockpit_stepJolt_origin","float3","0"
"cockpit_stepJolt_angles","float3","0"
"damageImpulseScale","float","0"
"damageImpulseScaleAir","float","0"
"damageImpulseSpeedBoostLimit","float","0"
"damageImpulseSpeedLossLimit","float","0"
"titan_footstep_damage","float","0"
"titan_footstep_damage_min_speed","float","0"
"titan_footstep_damage_height_check_ratio","float","0"
"titan_footstep_damage_interval","float","0"
"titan_footstep_damage_dist_interval","float","0"
"sprintViewOffset","float","0"
"sprintStartDelay","float","0"
"sprintStartDuration","float","0"
"sprintStartFastDuration","float","0"
"sprintEndDuration","float","0"
"sprinttiltMaxRoll","float","0"
"aimassist_bounds_override","float","0"
"aimassist_adspull_centerRadius","float","0"
"aimassist_adspull_headshotRadius","float","0"
"gibSpeed","float","0"
"gibAngularSpeed","float","0"
"gibMaxDist","float","0"
"jumpNoiseDuration","float","0"
"jumpNoiseRadius","float","0"
"superJumpNoiseRadius","float","0"
"dodgeNoiseRadius","float","0"
"landingNoiseDuration","float","0"
"landingNoiseRadius","float","0"
"hardLandingNoiseRadius","float","0"
"hardFallDist","float","0"
"landDistLow","float","0"
"landDistMedium","float","0"
"landDistHigh","float","0"
"magneticRange","float","0"
"aiEnemy_priority","int","0"
"camera_lcdStartupTime","float","0"
"pitchOffsetScale","float","0"
"gravityScale","float","0"
"passThroughThickness","int","0"
"airSlowMoSpeed","float","0"
"isPrime","bool","0"
"healthpacks","bool","0"
"crouch","bool","0"
"mechanical","bool","0"
"canJumpWhileCrouched","bool","0"
"doFaceAnim","bool","0"
"localGravityFollowsGround","bool","0"
"localGravityBlendWhileInAir","bool","0"
"localGravityBlendWhileWallrunning","bool","0"
"start_with_shields","bool","0"
"use_damage_states","bool","0"
"keep_title_on_autotitan","bool","0"
"rodeo_allow","bool","0"
"hasLeftRightEmbarks","bool","0"
"jump","bool","0"
"doubleJump","bool","0"
"superjumpCanUseAfterWallrun","bool","0"
"automantle","bool","0"
"mantlePitchLeveling","bool","0"
"glideRechargeOnlyWhenGrounded","bool","0"
"boostEnabled","bool","0"
"boostRepeatedBoostsAreShort","bool","0"
"jetpackEnabled","bool","0"
"jetpackScriptToActivate","bool","0"
"jetpackToggleOn","bool","0"
"jetpackToggleOff","bool","0"
"jetpackPitchMovement","bool","0"
"jetpackFloatLook","bool","0"
"jetpackZeroVerticalVelocityOnActivation","bool","0"
"jetpackZeroVerticalVelocityOnDeactivation","bool","0"
"jetpackAfterburnerTouchesGround","bool","0"
"jetpackAfterburnerBoundToJump","bool","0"
"jetpackAfterburnerIsSticky","bool","0"
"glideEnabled","bool","0"
"glideRedirectBelowLastJumpHeight","bool","0"
"airStrafeEnabled","bool","0"
"hoverEnabled","bool","0"
"fx_jetwash_enabled","bool","0"
"climbEnabled","bool","0"
"wallrun","bool","0"
"wallstickEnabled","bool","0"
"wallrunDuckCausesFallOff","bool","0"
"wallrunMagnetizeToWall","bool","0"
"player_wallrunOneHanded","bool","0"
"wallrunSameWallAllowed","bool","0"
"dodge","bool","0"
"slide","bool","0"
"player_slideBoostEnabled","bool","0"
"grapple_detachOnGrapple","bool","0"
"grapple_touchGroundOnAttach","bool","0"
"grapple_touchGroundOnDetach","bool","0"
"grapple_disableWeaponsWhenActive","bool","0"
"grapple_swing","bool","0"
"grapple_swingSticky","bool","0"
"sharedEnergyAllowOveruse","bool","0"
"context_action_can_melee","bool","0"
"context_action_can_use","bool","0"
"ziplineCanMelee","bool","0"
"quadMoveAnims","bool","0"
"sprintAnimOrientToMoveDir","bool","0"
"forceAimYawToEye","bool","0"
"sprint","bool","0"
"aimassist_use_short_inner_bounds","bool","0"
"aimassist_adspull_noPitchUp","bool","0"
"stealthSounds","bool","0"
